Human.gene.name,Gene.name
RNU6-152P,Gm24304
RNU6-74P,Gm23166
SNORA38,Gm24143
SNORA55,Gm22889
SEC14L5,Sec14l5
RNU1-31P,Gm24251
RNU1-73P,Gm24251
RNU6-642P,Gm25254
RNU6-1327P,Gm22229
RNU6-137P,Gm22259
RNU6-635P,Gm23483
RNU6-1031P,Gm25664
RNF125,Rnf125
RN7SKP68,Gm24632
RNU6-915P,Gm22787
HSPB3,Hspb3
IMPA2,Impa2
CDKL4,Cdkl4
RNU6-667P,Gm24851
RNU6-559P,Gm24531
LTN1,Ltn1
RN7SKP248,Gm26320
RAD21,Rad21
ZNF521,Zfp521
SNORA19,Snora19
RN7SKP14,Gm24363
SNORA61,Gm22986
SNORA53,Gm24119
RNU6-17P,Gm23355
RNU6-18P,Gm23355
SNORA40,Gm25909
SNX24,Snx24
HOXB13-AS1_1,Gm27605
RN7SKP134,Gm24447
RN7SKP108,Gm24447
SNORA63,Gm26447
SNORA31,Gm23663
RNU6-901P,Gm25384
RNA5SP459,n-R5s154
SNORA20,Gm24615
SNORA20B,Gm24615
RN7SKP218,Gm26350
RNU6-1211P,Gm22867
SCARNA10,Gm24221
RNU6-531P,Gm22208
RNU11,Rnu11
SNORD87,Snord87
PGLYRP2,Pglyrp2
MAGEB5,Gm44
U2,Gm24840
RNA5SP92,n-R5s155
GP5,Gp5
TST,Tst
RNA5S9,Gm22109
C16orf72,1810013L24Rik
SNX2,Snx2
RNU1-150P,Gm24977
RMST_6,Gm27753
NRL,Nrl
MSLNL,Mslnl
CLDN34,Cldn34c2
RNU4-17P,Gm22249
SNORD36,Gm24134
SNORD36A,Gm24134
RNA5SP146,n-R5s30
C10orf128,1810011H11Rik
RNU6-949P,Gm25401
RNU6-558P,Gm25401
RMST_10,Gm27544
SNORD116-6,Gm24609
SNORD116-2,Gm24609
SNORD116-3,Gm24609
SNORD116-9,Gm24609
SNORD116-1,Gm24609
SNORD116-8,Gm24609
SNORD116-4,Gm24609
SNORD116-7,Gm24609
SNORD116-5,Gm24609
C16orf91,BC003965
NUDT18,Nudt18
CCDC88B,Ccdc88b
PRAMEF9,AC140365.1
PRAMEF26,AC140365.1
PRAMEF17,AC140365.1
PRAMEF25,AC140365.1
PRAMEF5,AC140365.1
PRAMEF1,AC140365.1
PRAMEF12,AC140365.1
PRAMEF27,AC140365.1
PRAMEF14,AC140365.1
PRAMEF8,AC140365.1
PRAMEF7,AC140365.1
PRAMEF15,AC140365.1
PRAMEF6,AC140365.1
PRAMEF20,AC140365.1
PRAMEF19,AC140365.1
PRAMEF18,AC140365.1
PRAMEF2,AC140365.1
PRAMEF13,AC140365.1
PRAMEF33,AC140365.1
PRAMEF4,AC140365.1
PRAMEF11,AC140365.1
PRAMEF10,AC140365.1
PVT1_3,Gm27894
SNORD48,Gm25744
NACC1,Nacc1
U8,Snord118
SCARNA4,Gm25820
SCARNA15,Gm25820
TSPAN14,Tspan14
SNORA43,Gm23377
SNORA17B,Gm23377
NUP58,Nupl1
GLYR1,Glyr1
Y_RNA,Gm24203
CXXC1,Cxxc1
RN7SKP219,Gm24359
RNU6-1290P,Gm23032
TGDS,Tgds
CADPS,Cadps
RNF219,Rnf219
TSLP,Tslp
DPPA4,Dppa4
RNU6-769P,Gm23422
FEM1A,Fem1a
RNU6-39P,Gm23144
SNORA25,Gm22743
PSMC6,Psmc6
RN7SKP43,Gm25717
APOL1,Apol11a
APOL3,Apol11a
APOL2,Apol11a
APOL4,Apol11a
CARMIL3,Carmil3
RNU6-693P,Gm22960
CAPSL,Capsl
UBN1,Ubn1
PHF8,4921501E09Rik
TPPP2,Tppp2
RNU6-485P,Gm23026
RNU6-997P,Gm23026
RNU6-289P,Gm23059
ENTHD1,Enthd1
EFHB,Efhb
RN7SKP299,Gm23409
TRPT1,Trpt1
FHOD3,Fhod3
ALK,Alk
TEX49,4930415O20Rik
RNA5SP186,Gm24747
RNA5SP449,Gm24747
MYH15,Myh15
CDC25C,Cdc25c
GRAP2,Grap2
Y_RNA,Rny1
RNA5SP388,Gm23799
FBXO15,Fbxo15
BLOC1S5-TXNDC5,Bloc1s5
RAI14,Rai14
SERPINE3,Serpine3
RNU6-230P,Gm23316
OVOL1,Ovol1
RNA5SP359,n-R5s65
RNA5SP520,n-R5s65
RNA5SP523,n-R5s65
FLYWCH1,Flywch1
RNU1-105P,Gm25421
PRAMEF9,AC165294.1
PRAMEF26,AC165294.1
PRAMEF17,AC165294.1
PRAMEF25,AC165294.1
PRAMEF5,AC165294.1
PRAMEF1,AC165294.1
PRAMEF12,AC165294.1
PRAMEF27,AC165294.1
PRAMEF14,AC165294.1
PRAMEF8,AC165294.1
PRAMEF7,AC165294.1
PRAMEF15,AC165294.1
PRAMEF6,AC165294.1
PRAMEF20,AC165294.1
PRAMEF19,AC165294.1
PRAMEF18,AC165294.1
PRAMEF2,AC165294.1
PRAMEF13,AC165294.1
PRAMEF33,AC165294.1
PRAMEF4,AC165294.1
PRAMEF11,AC165294.1
PRAMEF10,AC165294.1
SLC15A1,Slc15a1
ZC3H13,Zc3h13
SNORD25,Gm25855
ZNRD1-AS1_2,Gm27735
TPD52L3,Trpd52l3
RNU6-853P,Gm23002
RNU6-1310P,Gm23002
RNA5SP270,n-R5s7
PRSS22,Prss22
TMEM45A,Tmem45a2
RNU6-903P,Gm26411
SNORA5,Gm22447
USP25,Usp25
SNORD3D,Rnu3a
RARB,Rarb
SLC39A4,Slc39a4
RNA5SP202,n-R5s130
SNORD113-9,Gm22962
SNORD95,Gm25296
GPR108,Gpr108
Pinc,Gm27315
S100A9,Gm5849
LMBRD2,Lmbrd2
SNORD98,Snord98
PRUNE2,Prune2
RNU6-648P,Gm23057
ATP9B,Atp9b
GHITM,Ghitm
PANK1,Pank1
EIF4B,Eif4b
SNORA38B,Gm25388
SNORA38,Gm25388
FUT11,Fut11
FBN2,Fbn2
SLC22A2,Slc22a2
DNAJC15,Dnajc15
FAM118A,Fam118a
DUPD1,Dupd1
SNORD53B,Gm22858
SLC22A3,Slc22a3
PNLDC1,Pnldc1
KPNA3,Kpna3
MZB1,Mzb1
AQP6,Aqp6
PSMB1,Psmb1
CYP26A1,Cyp26a1
VPREB1,Vpreb2
RNA5SP80,n-R5s72
RNA5SP386,n-R5s72
RNASE1,Rnase1
SNORD115-47,Gm22496
SNORD115,Gm22496
TAF5,Taf5
DGCR14,Dgcr14
SNORD116-6,Gm23089
SNORD116-2,Gm23089
SNORD116-3,Gm23089
SNORD116-9,Gm23089
SNORD116-1,Gm23089
SNORD116-8,Gm23089
SNORD116-4,Gm23089
SNORD116-7,Gm23089
SNORD116-5,Gm23089
SPATA24,Spata24
SNORD50,Gm24463
SMUG1,Smug1
PFDN1,Pfdn1
SCARF2,Scarf2
PGP,Pgp
PISD,AC149090.1
GNAL,Gnal
BRICD5,Bricd5
SNORD116-6,Snord116l13
SNORD116-2,Snord116l13
SNORD116-3,Snord116l13
SNORD116-9,Snord116l13
SNORD116-1,Snord116l13
SNORD116-8,Snord116l13
SNORD116-4,Snord116l13
SNORD116-7,Snord116l13
SNORD116-5,Snord116l13
CELSR1,Celsr1
TAB1,Tab1
MSH6,Msh6
NCAPH2,Gm7535
RN7SKP220,Gm24757
RNU6-271P,Gm24859
DCP1A,Dcp1a
TSSK4,Tssk4
RNU6-921P,Gm22450
SPINK1,Spink1
SCARNA22,Gm22728
HNRNPA1,Hnrnpa1
RNU6-888P,Gm25718
SNORA38B,Gm22944
SNORA38,Gm22944
MAD2L1BP,Mad2l1bp
RNA5SP66,Gm22832
PPL,Ppl
ACEA_U3,Rnu3b4
SNORD3E,Rnu3b4
MAT1A,Mat1a
DPP3,Dpp3
STUB1,Stub1
RIPK3,Ripk3
RNU6-877P,Gm26002
RNU6-132P,Gm26002
PPM1B,Ppm1b
WDFY2,Wdfy2
POLH,Polh
SENP2,Senp2
RNU6-1084P,Gm25799
C11orf80,Gm960
MOCOS,Mocos
RNU6-150P,Gm27385
PACS1,Pacs1
SNX4,Snx4
RNU4-91P,Gm23672
RNU4-48P,Gm23672
TMPRSS6,Tmprss6
PP2D1,Pp2d1
VPS37A,Vps37a
SLC22A1,Slc22a1
VPS37C,Vps37c
GGA1,Gga1
SART1,Sart1
ATL3,Atl3
ARAP3,Arap3
C11orf24,1810055G02Rik
SNORA42,Gm25945
RN7SL279P,Gm27956
Metazoa_SRP,Gm27956
RN7SL592P,Gm27956
RN7SL785P,Gm27956
RN7SL131P,Gm27956
RN7SL123P,Gm27956
RN7SL403P,Gm27956
RN7SL154P,Gm27956
RN7SL377P,Gm27956
RN7SL596P,Gm27956
RN7SL811P,Gm27956
RN7SL353P,Gm27956
RN7SL474P,Gm27956
RN7SL460P,Gm27956
RN7SL602P,Gm27956
RN7SL391P,Gm27956
RN7SL835P,Gm27956
RN7SL440P,Gm27956
RN7SL560P,Gm27956
RN7SL525P,Gm27956
RN7SL850P,Gm27956
RN7SL387P,Gm27956
RN7SL339P,Gm27956
RN7SL371P,Gm27956
RN7SL690P,Gm27956
RN7SL488P,Gm27956
RN7SL644P,Gm27956
RN7SL198P,Gm27956
RN7SL510P,Gm27956
RN7SL356P,Gm27956
RN7SL275P,Gm27956
RN7SL622P,Gm27956
RN7SL274P,Gm27956
RN7SL693P,Gm27956
RN7SL155P,Gm27956
RN7SL718P,Gm27956
RN7SL66P,Gm27956
RN7SL32P,Gm27956
RN7SL784P,Gm27956
RN7SL25P,Gm27956
RN7SL134P,Gm27956
RN7SL847P,Gm27956
RN7SL819P,Gm27956
RN7SL163P,Gm27956
RN7SL470P,Gm27956
RN7SL524P,Gm27956
RN7SL96P,Gm27956
RN7SL121P,Gm27956
RN7SL774P,Gm27956
RN7SL491P,Gm27956
RN7SL202P,Gm27956
RN7SL750P,Gm27956
RN7SL716P,Gm27956
RN7SL744P,Gm27956
RN7SL376P,Gm27956
RN7SL557P,Gm27956
RN7SL204P,Gm27956
RN7SL619P,Gm27956
RN7SL190P,Gm27956
RN7SL624P,Gm27956
RN7SL48P,Gm27956
RN7SL667P,Gm27956
ATP12A,Atp12a
RNU6-34P,Gm24863
FZD6,Fzd6
TKFC,Tkfc
METTL6,Mettl6
RNU6-32P,Gm25484
AP5B1,Ap5b1
RNU6-649P,Gm24765
RNU6-1326P,Gm24765
RNU6-1282P,Gm24765
FAM162A,Fam162a
SS18,Ss18
RNASE13,Rnase13
BANF1,Banf1
CCL21,Ccl21b
SSTR3,Sstr3
SNORA4,Gm24500
TSGA10IP,Tsga10ip
YEATS2,Yeats2
RNU6-278P,Gm25444
PUM3,Pum3
FAM196B,Fam196b
ZFAND3,Zfand3
GCH1,Gch1
LRRC55,Lrrc55
RNU6-1122P,Gm23515
FOXH1,Foxh1
TIGD3,Tigd3
SCARNA13,Scarna13
CTSL,4930486L24Rik
PRAMEF9,AC165294.3
PRAMEF26,AC165294.3
PRAMEF17,AC165294.3
PRAMEF25,AC165294.3
PRAMEF5,AC165294.3
PRAMEF1,AC165294.3
PRAMEF12,AC165294.3
PRAMEF27,AC165294.3
PRAMEF14,AC165294.3
PRAMEF8,AC165294.3
PRAMEF7,AC165294.3
PRAMEF15,AC165294.3
PRAMEF6,AC165294.3
PRAMEF20,AC165294.3
PRAMEF19,AC165294.3
PRAMEF18,AC165294.3
PRAMEF2,AC165294.3
PRAMEF13,AC165294.3
PRAMEF33,AC165294.3
PRAMEF4,AC165294.3
PRAMEF11,AC165294.3
PRAMEF10,AC165294.3
PRR16,Prr16
SLC25A30,Slc25a30
SNORD23,Snord23
SAC3D1,Sac3d1
MPPE1,Mppe1
SNORD116-6,Gm25350
SNORD116-2,Gm25350
SNORD116-3,Gm25350
SNORD116-9,Gm25350
SNORD116-1,Gm25350
SNORD116-8,Gm25350
SNORD116-4,Gm25350
SNORD116-7,Gm25350
SNORD116-5,Gm25350
MBD1,Mbd1
RNU2-31P,Gm23788
PPP1R32,Ppp1r32
GRINA,Grina
PRAMEF9,AC125178.2
PRAMEF26,AC125178.2
PRAMEF17,AC125178.2
PRAMEF25,AC125178.2
PRAMEF5,AC125178.2
PRAMEF1,AC125178.2
PRAMEF12,AC125178.2
PRAMEF27,AC125178.2
PRAMEF14,AC125178.2
PRAMEF8,AC125178.2
PRAMEF7,AC125178.2
PRAMEF15,AC125178.2
PRAMEF6,AC125178.2
PRAMEF20,AC125178.2
PRAMEF19,AC125178.2
PRAMEF18,AC125178.2
PRAMEF2,AC125178.2
PRAMEF13,AC125178.2
PRAMEF33,AC125178.2
PRAMEF4,AC125178.2
PRAMEF11,AC125178.2
PRAMEF10,AC125178.2
TEX33,Tex33
ADK,Adk
SNORA75,Gm22972
SLF2,Fam178a
ACEA_U3,Gm23927
SNORD3E,Gm23927
PARP2,Parp2
TNRC6B,Tnrc6b
RNU6-793P,Gm24783
NOC3L,Noc3l
CTSL,Ctsj
PIBF1,Pibf1
FADS3,Fads3
MICALL1,Micall1
C5orf46,Gm94
SOX10,Sox10
RNU6-1158P,Gm23846
RNF151,Rnf151
AS3MT,As3mt
MARVELD2,Marveld2
MTSS1,Mtss1
CBY1,Cby1
PPWD1,Ppwd1
RNU6-889P,Gm23641
RNU6-383P,Gm23641
ZSWIM6,Zswim6
RNA5S16,n-R5s138
RNU6-466P,Gm24569
RNA5SP267,Gm25164
CLYBL,Clybl
JAK2,Jak2
TIFAB,Tifab
AC001226.2,Cln5
CLN5,Cln5
RNU6-1330P,Gm23819
SLC25A32,Slc25a32
ITM2B,Itm2b
SNORA26,Gm24233
RNA5SP481,n-R5s167
ANG,Ang
PIAS2,Pias2
ITGA1,Itga1
RN7SKP123,Gm25980
FAM208A,Fam208a
RNU6-1212P,Gm22675
CCDC94,Ccdc94
PLPP1,Plpp1
RNU6-311P,Gm26279
PIWIL2,Piwil2
SNORA21,Snora21
FRA10AC1,Fra10ac1
RNU6-697P,Gm25814
TPSB2,Tpsb2
TPSAB1,Tpsb2
TPSD1,Tpsb2
RNU6-824P,Gm26327
OPN5,Opn5
RNU6-1145P,Gm22169
RNU6-543P,Gm24292
HNRNPCL4,Hnrnpc
HNRNPCL1,Hnrnpc
HNRNPCL2,Hnrnpc
HNRNPC,Hnrnpc
HNRNPCL3,Hnrnpc
RNU1-3,Gm25704
RNA5SP108,Gm25966
SREBF2,Srebf2
Six3os1_4,Gm27283
KHSRP,Khsrp
PSMB3,Gm4950
RNA5SP339,Gm24777
DERL1,Derl1
CYC1,Cyc1
RN7SL435P,Gm26461
Metazoa_SRP,Gm26461
U2AF1L5,U2af1
RNASE2,Ear14
RNASE3,Ear14
RNA5SP162,Gm27781
CSAD,Csad
TUBB4A,Tubb4a
SNORA71,Gm25187
TMX3,Tmx3
RN7SL279P,Gm22662
Metazoa_SRP,Gm22662
RN7SL592P,Gm22662
RN7SL785P,Gm22662
RN7SL131P,Gm22662
RN7SL123P,Gm22662
RN7SL403P,Gm22662
RN7SL154P,Gm22662
RN7SL377P,Gm22662
RN7SL596P,Gm22662
RN7SL811P,Gm22662
RN7SL353P,Gm22662
RN7SL474P,Gm22662
RN7SL460P,Gm22662
RN7SL602P,Gm22662
RN7SL391P,Gm22662
RN7SL835P,Gm22662
RN7SL440P,Gm22662
RN7SL560P,Gm22662
RN7SL525P,Gm22662
RN7SL850P,Gm22662
RN7SL387P,Gm22662
RN7SL339P,Gm22662
RN7SL371P,Gm22662
RN7SL690P,Gm22662
RN7SL488P,Gm22662
RN7SL644P,Gm22662
RN7SL198P,Gm22662
RN7SL510P,Gm22662
RN7SL356P,Gm22662
RN7SL275P,Gm22662
RN7SL622P,Gm22662
RN7SL274P,Gm22662
RN7SL693P,Gm22662
RN7SL155P,Gm22662
RN7SL718P,Gm22662
RN7SL66P,Gm22662
RN7SL32P,Gm22662
RN7SL784P,Gm22662
RN7SL25P,Gm22662
RN7SL134P,Gm22662
RN7SL847P,Gm22662
RN7SL819P,Gm22662
RN7SL163P,Gm22662
RN7SL470P,Gm22662
RN7SL524P,Gm22662
RN7SL96P,Gm22662
RN7SL121P,Gm22662
RN7SL774P,Gm22662
RN7SL491P,Gm22662
RN7SL202P,Gm22662
RN7SL750P,Gm22662
RN7SL716P,Gm22662
RN7SL744P,Gm22662
RN7SL376P,Gm22662
RN7SL557P,Gm22662
RN7SL204P,Gm22662
RN7SL619P,Gm22662
RN7SL190P,Gm22662
RN7SL624P,Gm22662
RN7SL48P,Gm22662
RN7SL667P,Gm22662
RN7SKP10,Gm25807
ZDHHC6,Zdhhc6
SNORD116-6,Gm23767
SNORD116-2,Gm23767
SNORD116-3,Gm23767
SNORD116-9,Gm23767
SNORD116-1,Gm23767
SNORD116-8,Gm23767
SNORD116-4,Gm23767
SNORD116-7,Gm23767
SNORD116-5,Gm23767
ST7-OT4_2,Gm27365
NSMCE2,Nsmce2
RNU6-1090P,Gm22351
SNORA32,Gm22303
SEPT5,Sept5
C1QL4,C1ql4
FAS,Fas
RTL6,Ldoc1l
DLEU2_6,Gm27972
RNA5SP327,Gm23342
CYSLTR2,Cysltr2
CPB2,Cpb2
RN7SKP246,Gm22481
SNORA26,Gm23593
PRLHR,Prlhr
RN7SKP11,Gm23228
KLF12,Klf12
RNU6-988P,Gm22485
PELI2,Peli2
RNU6-503P,Gm23854
SNORD113-9,Gm23474
RNA5SP462,Gm24664
GSDMD,Gsdmd
SUGT1,Sugt1
H19_2,Gm27786
ANKRD2,Ankrd2
SNORD116-6,Gm22047
SNORD116-2,Gm22047
SNORD116-3,Gm22047
SNORD116-9,Gm22047
SNORD116-1,Gm22047
SNORD116-8,Gm22047
SNORD116-4,Gm22047
SNORD116-7,Gm22047
SNORD116-5,Gm22047
ACA64,Gm22156
RNU12-2P,Gm22214
GPX8,Gpx8
ZNF641,Zfp641
RNA5SP485,Gm23084
UCHL3,Uchl3
MCRS1,Mcrs1
C3orf52,BC016579
SNORD35A,Snord35a
ACTR1A,Actr1a
SNORD36B,Gm22879
SNORA25,Gm24539
RNU1-7P,Gm22979
SNORA40,Gm26251
PTK7,Ptk7
ESPL1,Espl1
ROCK1,Rock1
RNU6-723P,Gm22302
FBXO16,Fbxo16
ACER1,Acer1
RPL35,Gm8444
RNU6-1146P,Gm23790
RNU6-1144P,Gm23790
RNU6-1241P,Gm23790
RNF17,Rnf17
HOXA11-AS1_1,Gm28032
LARP4,Larp4
DNAJC3,Dnajc3
IL2RB,Il2rb
SNORA68,Snora68
RNU6-728P,Gm22542
SNORD116-6,Gm25210
SNORD116-2,Gm25210
SNORD116-3,Gm25210
SNORD116-9,Gm25210
SNORD116-1,Gm25210
SNORD116-8,Gm25210
SNORD116-4,Gm25210
SNORD116-7,Gm25210
SNORD116-5,Gm25210
WT1-AS_6,Gm27636
MBL2,Mbl2
RN7SL571P,Gm22876
SNORA4,Gm24728
RNU6-842P,Gm25453
SCARNA12,Gm23547
SCARNA8,Scarna8
MATN2,Matn2
SNORD14E,Snord14e
PPP3CC,Ppp3cc
RNU1-94P,Gm26150
NLRC4,Nlrc4
RN7SKP125,Gm23501
SNORA9,Gm24438
SNORA9B,Gm24438
SNORA35,Snora35
BIN3,Bin3
SNORA50,Gm26047
SNORA50D,Gm26047
RBFOX1,Rbfox1
HOTAIR_2,Gm27337
MIAT_exon1,Gm27357
RNU4-41P,Gm22005
RNU4-36P,Gm22005
FGF17,Fgf17
RALBP1,Ralbp1
MEFV,Mefv
SCARNA4,Gm22897
CATSPERD,Catsperd
KRT8,Krt8
RNU6-710P,Gm26049
RNA5SP322,Gm25358
RN7SKP169,Gm24860
RN7SKP26,Gm24860
QPCT,Qpct
SLC30A6,Slc30a6
CUEDC2,Cuedc2
SNORD63B,Gm22200
SNORD52,Snord52
RECQL4,Recql4
SRD5A2,Srd5a2
SNORA36,Gm25520
snoU2-30,Scarna9
SNORD121A,Gm23090
SORBS3,Sorbs3
METTL7A,Mettl7a3
RNU6-150P,Gm25334
RNU6-463P,Gm25457
RNU6-44P,Gm25126
SNORA40,Gm25151
TUT1,Tut1
AP002990.1,Tut1
RN7SKP188,Gm26025
RNU1-34P,Gm26505
RN7SKP122,Gm22948
SNORD38,Gm22980
SNORD38C,Gm22980
SNORD38B,Gm22980
KCNJ6,Kcnj6
SNORD116-6,Gm22776
SNORD116-2,Gm22776
SNORD116-3,Gm22776
SNORD116-9,Gm22776
SNORD116-1,Gm22776
SNORD116-8,Gm22776
SNORD116-4,Gm22776
SNORD116-7,Gm22776
SNORD116-5,Gm22776
RNA5SP508,n-R5s12
PART1_1,Gm28016
SNORD123,Snord123
RPL13A,Rpl13a-ps1
CYB561A3,Cyb561a3
MIR1282,Gm22953
SNORD102,Gm25091
SNORA57,Gm26132
SNORD66,Snord66
RNU6-484P,Gm22221
RNU6-419P,Gm22221
EIF3E,Eif3e
SNORA51,Gm25973
UPK3A,Upk3a
ADCY6,Adcy6
SNORA33,Snora33
RNA5SP478,n-R5s86
CYP39A1,Cyp39a1
SNORA71,Gm24031
SPIN2B,Gm5926
SPIN2A,Gm5926
SNORA44,Gm22300
SNORD49A,Snord49a
RIBC2,Ribc2
CD5,Cd5
SNORD114-25,Gm25224
SNORD114-15,Gm25224
SNORD114-21,Gm25224
SNORD114-28,Gm25224
SNORD114-9,Gm25224
SNORD114-24,Gm25224
SNORD114-29,Gm25224
SNORD114-26,Gm25224
SNORD114-20,Gm25224
SNORD114-22,Gm25224
SNORD114-27,Gm25224
SNORD114-10,Gm25224
SNORD114-23,Gm25224
MAP3K4,Map3k4
SF3B2,Sf3b2
RNU6-140P,Gm22044
RNU6-1040P,Gm22044
SSH3,Ssh3
RNA5SP400,n-R5s218
TNFRSF11B,Tnfrsf11b
RNU6-260P,Gm23640
H1FNT,H1fnt
RNU6-123P,Gm22228
SCARNA3,Gm24718
7SK,Gm22025
RNU6-801P,Gm24750
SNORD88B,Gm23991
ACEA_U3,Rnu3b3
SNORD3E,Rnu3b3
SNORD94,Gm22486
RNU6-1327P,Gm24762
SNORD100,Snord100
RNA5SP73,Gm22527
RNA5SP390,Gm22527
XDH,Xdh
CELA1,Cela1
KRT82,Krt82
RNA5SP363,Gm25660
RNU6-850P,Gm26111
RNA5SP66,Gm25729
SNORD58B,Gm22354
CCNF,Ccnf
RNU6-1098P,U6
RNU6-616P,U6
RNU6-1104P,Gm22827
AP5M1,Ap5m1
RN7SKP178,Rn7sk
RN7SKP169,Gm23007
RN7SKP26,Gm23007
RNU6-876P,Gm25307
RNU6-605P,Gm25307
FTX_2,Gm27987
SNORA61,Gm24944
HOTAIRM1_2,Gm27861
U3,Rnu3b1
RNU1-117P,Gm22866
RNU4-18P,Gm25270
SP140L,AC133103.3
SP100,AC133103.3
SNORD2,Snord2
XPO5,Xpo5
SNORD88A,Snord88c
DPY30,Dpy30
PRPH,Prph
HOXB13-AS1_2,Gm27898
RNU1-76P,Gm26290
FARS2,Fars2
RNU6-1281P,Gm24527
SLC22A6,Slc22a6
NAA40,Naa40
XIST_intron,Gm27733
ZNF678,Zfp458
ZNF257,Zfp458
RNU6-936P,Gm25793
RNU6-552P,Gm25793
SNORD116-6,Gm22128
SNORD116-2,Gm22128
SNORD116-3,Gm22128
SNORD116-9,Gm22128
SNORD116-1,Gm22128
SNORD116-8,Gm22128
SNORD116-4,Gm22128
SNORD116-7,Gm22128
SNORD116-5,Gm22128
5S_rRNA,n-R5s45
RNU6-967P,Gm22087
SNORD114-12,Gm23347
SNORD86,Gm24989
TTC5,Ttc5
YIPF4,Yipf4
DMRT3,Dmrt3
SNORD116-6,Gm26188
SNORD116-2,Gm26188
SNORD116-3,Gm26188
SNORD116-9,Gm26188
SNORD116-1,Gm26188
SNORD116-8,Gm26188
SNORD116-4,Gm26188
SNORD116-7,Gm26188
SNORD116-5,Gm26188
DYNLT1,Dynlt1f
RNA5SP135,n-R5s18
SNORD59A,Snord59a
SLC35G1,Slc35g1
ZBTB3,Zbtb3
TRPM6,Trpm6
ZADH2,Zadh2
HOXA11-AS1_3,Gm27695
ACA64,Snora78
RICTOR,Rictor
RNU6ATAC24P,Gm22534
LRRC30,Lrrc30
THBS2,Thbs2
SNORA11,Gm24907
FTX_3,Gm27285
ATRNL1,Atrnl1
IL9,Il9
NEURL1,Neurl1a
RNU6-354P,Gm26017
RNU6-610P,Gm26017
RNU6-460P,Gm26017
HAAO,Haao
PCK2,Pck2
GPR84,Gpr84
RNU6-1280P,Gm26177
RNU6-1060P,Gm26177
AC073082.1,Lhcgr
LHCGR,Lhcgr
RNU6-455P,Gm26062
TFB1M,Tfb1m
EPB41L4A,Epb41l4a
CELF4,Celf4
SCARNA3,Scarna3b
UBE2D2,Ube2d2a
SCARNA18,Scarna17
ZCCHC6,Zcchc6
SNORA5,Gm24568
SPZ1,Spz1
AL159163.1,Rnaset2a
RNASET2,Rnaset2a
FSHR,Fshr
SNORA79,Gm25776
RN7SKP72,Gm25413
RBM27,Rbm27
AC091959.3,Rbm27
POLR2F,Polr2f
RNA5SP512,Gm24971
RNU5A-7P,Gm24043
H1F0,H1f0
PLEKHS1,Plekhs1
CCL21,Ccl21c
IL7R,Il7r
SNORA61,Gm25612
TMEM114,Tmem114
RN7SKP287,Gm24748
RNU6-679P,Gm25839
RNU6-481P,Gm23312
RNU1-21P,Gm23240
MAP6D1,Map6d1
B4GAT1,B4gat1
BICDL2,Bicdl2
SNORD38,Gm23615
SNORD38C,Gm23615
SNORD38B,Gm23615
ZDHHC8,Zdhhc8
CHCHD1,Chchd1
FAM173A,Fam173a
RNU6-1097P,Gm23042
RNU6-363P,Gm23042
RNU6-1014P,Gm23042
RN7SKP183,Gm23642
RN7SKP66,Gm23642
TBC1D5,Tbc1d5
RN7SKP194,Gm24010
LAMP3,Lamp3
Y_RNA,Gm24372
SNORA63,Gm23679
SOD2,Sod2
RNU2-19P,Gm25007
RNU2-46P,Gm25007
LAPTM4B,Laptm4b
RANGAP1,Rangap1
RNU6-738P,Gm24584
RNU6-1195P,Gm24584
SPRY4,Spry4
CRTAC1,Crtac1
PLA1A,Pla1a
ST7-AS1_2,Gm27762
RPL21,Rpl21-ps4
CDK7,Cdk7
LVRN,Lvrn
SYT7,Syt7
RNU1-94P,Gm23050
ADAMTS12,Adamts12
CEP192,Cep192
CCL19,CR974586.5
KCNQ1OT1_5,Gm27539
ACOT9,Acot10
CD80,Cd80
REEP4,Reep4
RN7SKP47,Gm23875
RN7SKP153,Gm23875
SPAG1,Spag1
CETN1,Cetn1
RNU6-378P,Gm25968
SCD,Scd2
AC011498.1,Hdgfrp2
NIPBL,Nipbl
PLAU,Plau
SNORD14C,Snord14c
RABGGTA,Rabggta
GZMB,Gzmf
RNA5SP34,n-R5s6
CD2AP,Cd2ap
DYM,Dym
FAM205A,CR974586.1
RN7SKP277,Gm24550
SCARNA16,Gm25434
TRIM13,Trim13
BTBD9,Btbd9
CTNND2,Ctnnd2
YIPF5,Yipf5
ST7-OT3_3,Gm27402
RNA5SP478,Gm23667
TOB2,Tob2
SIPA1,Sipa1
PDCD11,Pdcd11
SNORA7A,Snora7a
SNORA7B,Snora7a
U6,Gm23058
MAP3K13,Map3k13
TBCCD1,Tbccd1
RNPS1,Rnps1
IQGAP2,Iqgap2
SNORA61,Gm22213
SNORA71D,Gm26003
SNORA71C,Gm26003
SNORA71E,Gm26003
RNU6-501P,Gm25512
RNU6-176P,Gm23614
RNU6-933P,Gm23614
RNU6-136P,Gm23614
STK24,Stk24
Telomerase-vert,1600017P15Rik
CDH24,Cdh24
ASIC1,Asic1
GLYATL3,Glyatl3
RNU6-400P,Gm26420
SNORD1C,Snord1b
SNORA13,Gm26311
SNORA38B,Gm23105
SNORA38,Gm23105
RNU6-696P,Gm25982
FAM205A,Fam205a3
RNU6-555P,Gm22378
RNU6-303P,Gm22378
RNU6-673P,Gm22378
RNU6-720P,Gm23552
RNU6-351P,Gm23552
