Pair.Name,Ligand.ApprovedSymbol,Ligand.Name,Receptor.ApprovedSymbol,Receptor.Name,DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor,PMID.Manual,Pair.Source,Pair.Evidence
SEMA4D_MET,SEMA4D,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",MET,met proto-oncogene,,,,,,,SEMA4D,MET,,known,literature supported
SEMA4D_PLXNB1,SEMA4D,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",PLXNB1,plexin B1,,,,,,,SEMA4D,PLXNB1,,known,literature supported
SEMA4D_PLXNB2,SEMA4D,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",PLXNB2,plexin B2,,,,,,,SEMA4D,PLXNB2,,known,literature supported
SEMA4F_NRP2,SEMA4F,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F",NRP2,neuropilin 2,,,,,,,SEMA4F,NRP2,,novel,literature supported
SEMA4G_PLXNB2,SEMA4G,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G",PLXNB2,plexin B2,,,,,,,,,21122816,novel,literature supported
SEMA5A_MET,SEMA5A,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",MET,met proto-oncogene,,,,,,,SEMA5A,MET,,known,literature supported
SEMA5A_PLXNB3,SEMA5A,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",PLXNB3,plexin B3,,,,,,,SEMA5A,PLXNB3,,known,literature supported
SEMA6A_PLXNA2,SEMA6A,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",PLXNA2,plexin A2,,,,,,,SEMA6A,PLXNA2,18327254,novel,literature supported
SEMA6A_PLXNA4,SEMA6A,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",PLXNA4,plexin A4,,,,,,,SEMA6A,PLXNA4,20606624,novel,literature supported
SEMA6D_KDR,SEMA6D,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",KDR,kinase insert domain receptor (a type III receptor tyrosine kinase),,,,,,,SEMA6D,KDR,,known,literature supported
SEMA6D_PLXNA1,SEMA6D,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",PLXNA1,plexin A1,,,,,,,SEMA6D,PLXNA1,,known,literature supported
SEMA6D_TREM2,SEMA6D,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",TREM2,triggering receptor expressed on myeloid cells 2,,,,,,,SEMA6D,TREM2,16715077,novel,literature supported
SEMA6D_TYROBP,SEMA6D,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",TYROBP,TYRO protein tyrosine kinase binding protein,,,,,,,,,16715077,novel,literature supported
SEMA7A_ITGA1,SEMA7A,"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)",ITGA1,"integrin, alpha 1",,,,,,,SEMA7A,ITGA1,7377534,novel,literature supported
SEMA7A_ITGB1,SEMA7A,"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,SEMA7A,ITGB1,7377534,novel,literature supported
SEMA7A_PLXNC1,SEMA7A,"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)",PLXNC1,plexin C1,,,,,,,SEMA7A,PLXNC1,,known,literature supported
SERPINA1_LRP1,SERPINA1,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1",LRP1,low density lipoprotein receptor-related protein 1,,,,,,,SERPINA1,LRP1,,known,literature supported
SERPINA7_SLC16A2,SERPINA7,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7",SLC16A2,"solute carrier family 16, member 2 (thyroid hormone transporter)",,,,,,,,,,novel,literature supported
SERPINC1_GPC1,SERPINC1,"serpin peptidase inhibitor, clade C (antithrombin), member 1",GPC1,glypican 1,,,,,,,SERPINC1,GPC1,,novel,putative
SERPINC1_LRP1,SERPINC1,"serpin peptidase inhibitor, clade C (antithrombin), member 1",LRP1,low density lipoprotein receptor-related protein 1,,,,,,,SERPINC1,LRP1,,known,literature supported
SERPINC1_SDC2,SERPINC1,"serpin peptidase inhibitor, clade C (antithrombin), member 1",SDC2,syndecan 2,,,,,,,SERPINC1,SDC2,,novel,literature supported
SERPINE1_ITGAV,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",ITGAV,"integrin, alpha V",,,,,,,SERPINE1,ITGAV,,novel,putative
SERPINE1_ITGB5,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",ITGB5,"integrin, beta 5",,,,,,,SERPINE1,ITGB5,,novel,putative
SERPINE1_LRP1,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",LRP1,low density lipoprotein receptor-related protein 1,,,,,,,SERPINE1,LRP1,,known,literature supported
SERPINE1_LRP2,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",LRP2,low density lipoprotein receptor-related protein 2,,,,,,,SERPINE1,LRP2,,novel,literature supported
SERPINE1_PLAUR,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",PLAUR,"plasminogen activator, urokinase receptor",,,,,,,SERPINE1,PLAUR,,novel,putative
SERPINE2_LRP1,SERPINE2,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2",LRP1,low density lipoprotein receptor-related protein 1,,,,,,,SERPINE2,LRP1,,known,literature supported
SERPING1_LRP1,SERPING1,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1",LRP1,low density lipoprotein receptor-related protein 1,,,,,,,SERPING1,LRP1,,known,literature supported
SERPING1_SELE,SERPING1,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1",SELE,selectin E,,,,,,,SERPING1,SELE,,novel,literature supported
SERPING1_SELP,SERPING1,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1",SELP,"selectin P (granule membrane protein 140kDa, antigen CD62)",,,,,,,SERPING1,SELP,,novel,literature supported
SFRP1_FZD2,SFRP1,secreted frizzled-related protein 1,FZD2,frizzled class receptor 2,,,,,,,,FZD2,6172602,novel,literature supported
SFRP1_FZD6,SFRP1,secreted frizzled-related protein 1,FZD6,frizzled class receptor 6,,,,,,,,FZD6,,novel,literature supported
SFTPA1_TLR2,SFTPA1,surfactant protein A1,TLR2,toll-like receptor 2,,,,,,,SFTPA1,TLR2,,novel,literature supported
SFTPA2_CD93,SFTPA2,surfactant protein A2,CD93,CD93 molecule,,,,,,,,CD93,,novel,literature supported
SFTPD_LY96,SFTPD,surfactant protein D,LY96,lymphocyte antigen 96,,,,,,,,LY96,,novel,putative
SFTPD_TLR4,SFTPD,surfactant protein D,TLR4,toll-like receptor 4,,,,,,,,TLR4,,novel,putative
SHANK1_ABCA1,SHANK1,SH3 and multiple ankyrin repeat domains 1,ABCA1,"ATP-binding cassette, sub-family A (ABC1), member 1",,,,,,,SHANK1,,,novel,literature supported
SHANK1_BAI2,SHANK1,SH3 and multiple ankyrin repeat domains 1,BAI2,brain-specific angiogenesis inhibitor 2,,,,,,,SHANK1,BAI2,,novel,literature supported
SHANK1_LPHN1,SHANK1,SH3 and multiple ankyrin repeat domains 1,LPHN1,latrophilin 1,,,,,,,SHANK1,LPHN1,,known,literature supported
SHANK1_LPHN2,SHANK1,SH3 and multiple ankyrin repeat domains 1,LPHN2,latrophilin 2,,,,,,,SHANK1,LPHN2,,novel,literature supported
SHANK1_SSTR2,SHANK1,SH3 and multiple ankyrin repeat domains 1,SSTR2,somatostatin receptor 2,,,,,,,SHANK1,SSTR2,,novel,literature supported
SHBG_CD177,SHBG,sex hormone-binding globulin,CD177,CD177 molecule,,,,,,,,,,novel,literature supported
SHBG_CLDN4,SHBG,sex hormone-binding globulin,CLDN4,claudin 4,,,,,,,,,,novel,literature supported
SHBG_SLC37A1,SHBG,sex hormone-binding globulin,SLC37A1,"solute carrier family 37 (glucose-6-phosphate transporter), member 1",,,,,,,,,,novel,literature supported
SHH_BOC,SHH,sonic hedgehog,BOC,"BOC cell adhesion associated, oncogene regulated",,,,,,,SHH,BOC,,known,literature supported
SHH_CDON,SHH,sonic hedgehog,CDON,"cell adhesion associated, oncogene regulated",,,,,,,SHH,CDON,,known,literature supported
SHH_GPC5,SHH,sonic hedgehog,GPC5,glypican 5,,,,,,,SHH,,21339334,novel,literature supported
SHH_HHIP,SHH,sonic hedgehog,HHIP,hedgehog interacting protein,,,,,,,SHH,HHIP,,known,literature supported
SHH_LRP2,SHH,sonic hedgehog,LRP2,low density lipoprotein receptor-related protein 2,,,,,,,SHH,LRP2,22340494,novel,literature supported
SHH_PTCH1,SHH,sonic hedgehog,PTCH1,patched 1,,,,,,,SHH,PTCH,,known,literature supported
SHH_PTCH2,SHH,sonic hedgehog,PTCH2,patched 2,,,,,,,SHH,PTCH2,,novel,literature supported
SHH_SMO,SHH,sonic hedgehog,SMO,"smoothened, frizzled class receptor",,,,,,,SHH,SMO,,known,literature supported
SLIT1_GPC1,SLIT1,slit homolog 1 (Drosophila),GPC1,glypican 1,,,,,,,SLIT1,GPC1,,known,literature supported
SLIT1_ROBO1,SLIT1,slit homolog 1 (Drosophila),ROBO1,"roundabout, axon guidance receptor, homolog 1 (Drosophila)",,,,,,,SLIT1,ROBO1,,known,literature supported
SLIT1_SDC1,SLIT1,slit homolog 1 (Drosophila),SDC1,syndecan 1,,,,,,,SLIT1,SDC1,,known,literature supported
SLIT2_DCC,SLIT2,slit homolog 2 (Drosophila),DCC,deleted in colorectal carcinoma,,,,,,,SLIT2,DCC,,novel,putative
SLIT2_GPC1,SLIT2,slit homolog 2 (Drosophila),GPC1,glypican 1,,,,,,,SLIT2,GPC1,,known,literature supported
SLIT2_ROBO1,SLIT2,slit homolog 2 (Drosophila),ROBO1,"roundabout, axon guidance receptor, homolog 1 (Drosophila)",,,,,,,SLIT2,ROBO1,,known,literature supported
SLIT2_ROBO2,SLIT2,slit homolog 2 (Drosophila),ROBO2,"roundabout, axon guidance receptor, homolog 2 (Drosophila)",,,,,,,SLIT2,ROBO2,,known,literature supported
SLIT2_ROBO4,SLIT2,slit homolog 2 (Drosophila),ROBO4,"roundabout, axon guidance receptor, homolog 4 (Drosophila)",,,,,,,SLIT2,ROBO4,,known,literature supported
SLIT2_SDC1,SLIT2,slit homolog 2 (Drosophila),SDC1,syndecan 1,,,,,,,SLIT2,SDC1,,known,literature supported
SLIT3_ROBO2,SLIT3,slit homolog 3 (Drosophila),ROBO2,"roundabout, axon guidance receptor, homolog 2 (Drosophila)",,,,,,,SLIT3,ROBO2,,novel,literature supported
SLPI_CD4,SLPI,secretory leukocyte peptidase inhibitor,CD4,CD4 molecule,,,,,,,,,,novel,putative
SORBS1_INSR,SORBS1,sorbin and SH3 domain containing 1,INSR,insulin receptor,,,,,,,SORBS1,INSR,,novel,literature supported
SORBS1_ITGA1,SORBS1,sorbin and SH3 domain containing 1,ITGA1,"integrin, alpha 1",,,,,,,SORBS1,ITGA1,,novel,putative
SORBS1_ITGB5,SORBS1,sorbin and SH3 domain containing 1,ITGB5,"integrin, beta 5",,,,,,,SORBS1,ITGB5,,novel,putative
SOST_LRP5,SOST,sclerostin,LRP5,low density lipoprotein receptor-related protein 5,,,,,,,SOST,LRP5,,known,literature supported
SOST_LRP6,SOST,sclerostin,LRP6,low density lipoprotein receptor-related protein 6,,,,,,,SOST,LRP6,,known,literature supported
SPINK1_EGFR,SPINK1,"serine peptidase inhibitor, Kazal type 1",EGFR,epidermal growth factor receptor,,,,,,,,EGFR,21368222,novel,literature supported
SPINK1_NRSN1,SPINK1,"serine peptidase inhibitor, Kazal type 1",NRSN1,neurensin 1,,,,,,,,,,novel,literature supported
SPINT1_ST14,SPINT1,"serine peptidase inhibitor, Kunitz type 1",ST14,suppression of tumorigenicity 14 (colon carcinoma),,,,,,,,,,novel,literature supported
SPON2_ITGAM,SPON2,"spondin 2, extracellular matrix protein",ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)",,,,,,,,ITGAM,,novel,putative
SPON2_ITGB2,SPON2,"spondin 2, extracellular matrix protein",ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)",,,,,,,,ITGB2,,novel,putative
SPP1_CD44,SPP1,secreted phosphoprotein 1,CD44,CD44 molecule (Indian blood group),,,,,,,SPP1,CD44,,known,literature supported
SPP1_ITGA4,SPP1,secreted phosphoprotein 1,ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",,,,,,,,,19417209,novel,literature supported
SPP1_ITGA5,SPP1,secreted phosphoprotein 1,ITGA5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",,,,,,,SPP1,ITGA5,,novel,literature supported
SPP1_ITGA9,SPP1,secreted phosphoprotein 1,ITGA9,"integrin, alpha 9",,,,,,,SPP1,ITGA9,,novel,literature supported
SPP1_ITGAV,SPP1,secreted phosphoprotein 1,ITGAV,"integrin, alpha V",,,,,,,SPP1,ITGAV,,known,literature supported
SPP1_ITGB1,SPP1,secreted phosphoprotein 1,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,SPP1,ITGB1,,novel,literature supported
SPP1_S1PR1,SPP1,secreted phosphoprotein 1,S1PR1,sphingosine-1-phosphate receptor 1,,,,,,,,,9488656,novel,literature supported
SST_SSTR1,SST,somatostatin,SSTR1,somatostatin receptor 1,,,,,,,SST,SSTR1,,known,literature supported
SST_SSTR2,SST,somatostatin,SSTR2,somatostatin receptor 2,,,,,,,SST,SSTR2,,known,literature supported
SST_SSTR3,SST,somatostatin,SSTR3,somatostatin receptor 3,,,,,,,SST,SSTR3,,known,literature supported
SST_SSTR4,SST,somatostatin,SSTR4,somatostatin receptor 4,,,,,,,SST,SSTR4,,known,literature supported
SST_SSTR5,SST,somatostatin,SSTR5,somatostatin receptor 5,,,,,,,SST,SSTR5,,known,literature supported
SYTL3_NRXN1,SYTL3,synaptotagmin-like 3,NRXN1,neurexin 1,,,,,,,,NRXN1,,novel,literature supported
TAC1_TACR1,TAC1,"tachykinin, precursor 1",TACR1,tachykinin receptor 1,,,,,,,TAC1,TACR1,,known,literature supported
TAC1_TACR2,TAC1,"tachykinin, precursor 1",TACR2,tachykinin receptor 2,,,,,,,TAC1,TACR2,,known,literature supported
TAC1_TACR3,TAC1,"tachykinin, precursor 1",TACR3,tachykinin receptor 3,,,,,,,TAC1,TACR3,,known,literature supported
TAC3_TACR1,TAC3,tachykinin 3,TACR1,tachykinin receptor 1,,,,,,,TAC3,TACR1,,known,literature supported
TAC3_TACR2,TAC3,tachykinin 3,TACR2,tachykinin receptor 2,,,,,,,TAC3,TACR2,,known,literature supported
TAC3_TACR3,TAC3,tachykinin 3,TACR3,tachykinin receptor 3,,,,,,,TAC3,TACR3,,known,literature supported
TAC4_TACR1,TAC4,tachykinin 4 (hemokinin),TACR1,tachykinin receptor 1,,,,,,,TAC4,TACR1,,known,literature supported
TAC4_TACR2,TAC4,tachykinin 4 (hemokinin),TACR2,tachykinin receptor 2,,,,,,,TAC4,TACR2,,novel,literature supported
TAC4_TACR3,TAC4,tachykinin 4 (hemokinin),TACR3,tachykinin receptor 3,,,,,,,TAC4,TACR3,,known,literature supported
TCN2_CNR1,TCN2,transcobalamin II,CNR1,cannabinoid receptor 1 (brain),,,,,,,,CNR1,,novel,putative
TCN2_LRP2,TCN2,transcobalamin II,LRP2,low density lipoprotein receptor-related protein 2,,,,,,,,LRP2,,novel,putative
TCTN1_TMEM67,TCTN1,tectonic family member 1,TMEM67,transmembrane protein 67,,,,,,,,,21725307,novel,literature supported
TDGF1_ACVR1B,TDGF1,teratocarcinoma-derived growth factor 1,ACVR1B,"activin A receptor, type IB",,,,,,,TDGF1,ACVR1B,,novel,literature supported
TDGF1_ACVR1C,TDGF1,teratocarcinoma-derived growth factor 1,ACVR1C,"activin A receptor, type IC",,,,,,,TDGF1,ACVR1C,,novel,literature supported
TDGF1_ACVR2A,TDGF1,teratocarcinoma-derived growth factor 1,ACVR2A,"activin A receptor, type IIA",,,,,,,TDGF1,ACVR2A,,known,literature supported
TDGF1_ACVR2B,TDGF1,teratocarcinoma-derived growth factor 1,ACVR2B,"activin A receptor, type IIB",,,,,,,TDGF1,ACVR2B,,novel,putative
TDGF1_GPC1,TDGF1,teratocarcinoma-derived growth factor 1,GPC1,glypican 1,,,,,,,TDGF1,GPC1,,novel,putative
TFPI_F3,TFPI,tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor),F3,"coagulation factor III (thromboplastin, tissue factor)",,,,,,,TFPI,F3,,novel,putative
TFPI_LRP1,TFPI,tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor),LRP1,low density lipoprotein receptor-related protein 1,,,,,,,TFPI,LRP1,,known,literature supported
TFPI_SDC4,TFPI,tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor),SDC4,syndecan 4,,,,,,,TFPI,SDC4,,novel,putative
TFPI_VLDLR,TFPI,tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor),VLDLR,very low density lipoprotein receptor,,,,,,,TFPI,VLDLR,,known,literature supported
TF_GPR162,TF,transferrin,GPR162,G protein-coupled receptor 162,,,,,,,TF,,,novel,putative
TF_TFR2,TF,transferrin,TFR2,transferrin receptor 2,,,,,,,TF,TFR2,,novel,literature supported
TF_TFRC,TF,transferrin,TFRC,transferrin receptor,,,,,,,TF,TFRC,,known,literature supported
TGFA_EGFR,TGFA,"transforming growth factor, alpha",EGFR,epidermal growth factor receptor,,,,,,,TGFA,EGFR,,known,literature supported
TGFA_ERBB2,TGFA,"transforming growth factor, alpha",ERBB2,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2,,,,,,,TGFA,ERBB2,,novel,literature supported
TGFA_ERBB3,TGFA,"transforming growth factor, alpha",ERBB3,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3,,,,,,,TGFA,ERBB3,,novel,putative
TGFA_ERBB4,TGFA,"transforming growth factor, alpha",ERBB4,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4,,,,,,,TGFA,ERBB4,,novel,literature supported
TGFB1_ACVRL1,TGFB1,"transforming growth factor, beta 1",ACVRL1,activin A receptor type II-like 1,,,,,,,TGFB1,ACVRL1,,known,literature supported
TGFB1_CAV1,TGFB1,"transforming growth factor, beta 1",CAV1,"caveolin 1, caveolae protein, 22kDa",,,,,,,TGFB1,,,novel,putative
TGFB1_CD109,TGFB1,"transforming growth factor, beta 1",CD109,CD109 molecule,,,,,,,TGFB1,,,novel,putative
TGFB1_CXCR4,TGFB1,"transforming growth factor, beta 1",CXCR4,chemokine (C-X-C motif) receptor 4,,,,,,,TGFB1,CXCR4,,novel,putative
TGFB1_ENG,TGFB1,"transforming growth factor, beta 1",ENG,endoglin,,,,,,,TGFB1,ENG,,novel,literature supported
TGFB1_ITGAV,TGFB1,"transforming growth factor, beta 1",ITGAV,"integrin, alpha V",,,,,,,TGFB1,ITGAV,,novel,literature supported
TGFB1_ITGB6,TGFB1,"transforming growth factor, beta 1",ITGB6,"integrin, beta 6",,,,,,,TGFB1,ITGB6,,novel,literature supported
TGFB1_ITGB8,TGFB1,"transforming growth factor, beta 1",ITGB8,"integrin, beta 8",,,,,,,TGFB1,ITGB8,,novel,literature supported
TGFB1_SDC2,TGFB1,"transforming growth factor, beta 1",SDC2,syndecan 2,,,,,,,TGFB1,SDC2,,novel,literature supported
TGFB1_TGFBR1,TGFB1,"transforming growth factor, beta 1",TGFBR1,"transforming growth factor, beta receptor 1",,,,,,,TGFB1,TGFBR1,,known,literature supported
TGFB1_TGFBR2,TGFB1,"transforming growth factor, beta 1",TGFBR2,"transforming growth factor, beta receptor II (70/80kDa)",,,,,,,TGFB1,TGFBR2,,known,literature supported
TGFB1_TGFBR3,TGFB1,"transforming growth factor, beta 1",TGFBR3,"transforming growth factor, beta receptor III",,,,,,,TGFB1,TGFBR3,,known,literature supported
TGFB2_ACVR1,TGFB2,"transforming growth factor, beta 2",ACVR1,"activin A receptor, type I",,,,,,,TGFB2,ACVR1,,novel,putative
TGFB2_ENG,TGFB2,"transforming growth factor, beta 2",ENG,endoglin,,,,,,,TGFB2,ENG,,novel,literature supported
TGFB2_TGFBR1,TGFB2,"transforming growth factor, beta 2",TGFBR1,"transforming growth factor, beta receptor 1",,,,,,,TGFB2,TGFBR1,,known,literature supported
TGFB2_TGFBR2,TGFB2,"transforming growth factor, beta 2",TGFBR2,"transforming growth factor, beta receptor II (70/80kDa)",,,,,,,TGFB2,TGFBR2,,known,literature supported
TGFB2_TGFBR3,TGFB2,"transforming growth factor, beta 2",TGFBR3,"transforming growth factor, beta receptor III",,,,,,,TGFB2,TGFBR3,,known,literature supported
TGFB3_ACVRL1,TGFB3,"transforming growth factor, beta 3",ACVRL1,activin A receptor type II-like 1,,,,,,,TGFB3,ACVRL1,,known,literature supported
TGFB3_ENG,TGFB3,"transforming growth factor, beta 3",ENG,endoglin,,,,,,,TGFB3,ENG,,novel,literature supported
TGFB3_TGFBR1,TGFB3,"transforming growth factor, beta 3",TGFBR1,"transforming growth factor, beta receptor 1",,,,,,,TGFB3,TGFBR1,,known,literature supported
TGFB3_TGFBR2,TGFB3,"transforming growth factor, beta 3",TGFBR2,"transforming growth factor, beta receptor II (70/80kDa)",,,,,,,TGFB3,TGFBR2,,known,literature supported
TGFB3_TGFBR3,TGFB3,"transforming growth factor, beta 3",TGFBR3,"transforming growth factor, beta receptor III",,,,,,,TGFB3,TGFBR3,,known,literature supported
TGM2_GPR56,TGM2,transglutaminase 2,GPR56,G protein-coupled receptor 56,,,,,,,TGM2,GPR56,,known,literature supported
TGM2_ITGA4,TGM2,transglutaminase 2,ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",,,,,,,TGM2,ITGA4,,novel,putative
TGM2_ITGA9,TGM2,transglutaminase 2,ITGA9,"integrin, alpha 9",,,,,,,TGM2,ITGA9,,novel,putative
TGM2_ITGB1,TGM2,transglutaminase 2,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,TGM2,ITGB1,,novel,literature supported
TGM2_ITGB3,TGM2,transglutaminase 2,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",,,,,,,TGM2,ITGB3,,novel,literature supported
TGM2_SDC4,TGM2,transglutaminase 2,SDC4,syndecan 4,,,,,,,TGM2,SDC4,23499501,novel,literature supported
TGM2_TBXA2R,TGM2,transglutaminase 2,TBXA2R,thromboxane A2 receptor,,,,,,,TGM2,TBXA2R,,novel,putative
TG_ASGR1,TG,thyroglobulin,ASGR1,asialoglycoprotein receptor 1,,,,,,,TG,ASGR1,,novel,literature supported
TG_LRP2,TG,thyroglobulin,LRP2,low density lipoprotein receptor-related protein 2,,,,,,,TG,LRP2,,novel,literature supported
THBS1_CD36,THBS1,thrombospondin 1,CD36,CD36 molecule (thrombospondin receptor),,,,,,,THBS1,CD36,,known,literature supported
THBS1_CD47,THBS1,thrombospondin 1,CD47,CD47 molecule,,,,,,,THBS1,CD47,,known,literature supported
THBS1_ITGA2B,THBS1,thrombospondin 1,ITGA2B,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)",,,,,,,THBS1,ITGA2B,2478219,novel,literature supported
THBS1_ITGA3,THBS1,thrombospondin 1,ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",,,,,,,THBS1,ITGA3,10196234,novel,literature supported
THBS1_ITGA4,THBS1,thrombospondin 1,ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",,,,,,,THBS1,ITGA4,14699013,novel,literature supported
THBS1_ITGA6,THBS1,thrombospondin 1,ITGA6,"integrin, alpha 6",,,,,,,THBS1,ITGA6,12909644,novel,literature supported
THBS1_ITGB1,THBS1,thrombospondin 1,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,THBS1,ITGB1,15292271,novel,literature supported
THBS1_ITGB3,THBS1,thrombospondin 1,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",,,,,,,THBS1,ITGB3,,novel,literature supported
THBS1_LRP1,THBS1,thrombospondin 1,LRP1,low density lipoprotein receptor-related protein 1,,,,,,,THBS1,LRP1,,novel,literature supported
THBS1_LRP5,THBS1,thrombospondin 1,LRP5,low density lipoprotein receptor-related protein 5,,,,,,,THBS1,LRP5,,novel,literature supported
THBS1_SCARB1,THBS1,thrombospondin 1,SCARB1,"scavenger receptor class B, member 1",,,,,,,THBS1,SCARB1,,novel,putative
THBS1_SDC1,THBS1,thrombospondin 1,SDC1,syndecan 1,,,,,,,THBS1,SDC1,,known,literature supported
THBS1_SDC4,THBS1,thrombospondin 1,SDC4,syndecan 4,,,,,,,THBS1,SDC4,,novel,putative
THBS1_TNFRSF11B,THBS1,thrombospondin 1,TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b",,,,,,,THBS1,TNFRSF11B,,novel,literature supported
THBS2_CD47,THBS2,thrombospondin 2,CD47,CD47 molecule,,,,,,,THBS2,CD47,,known,literature supported
THBS2_ITGA4,THBS2,thrombospondin 2,ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",,,,,,,THBS2,ITGA4,14699013,novel,literature supported
THBS2_ITGA6,THBS2,thrombospondin 2,ITGA6,"integrin, alpha 6",,,,,,,THBS2,ITGA6,12909644,novel,literature supported
THBS2_ITGB1,THBS2,thrombospondin 2,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,THBS2,ITGB1,15292271,novel,literature supported
THBS2_NOTCH3,THBS2,thrombospondin 2,NOTCH3,notch 3,,,,,,,THBS2,NOTCH3,19147503,novel,literature supported
THBS2_NOTCH4,THBS2,thrombospondin 2,NOTCH4,notch 4,,,,,,,THBS2,NOTCH4,,novel,putative
THPO_MPL,THPO,thrombopoietin,MPL,myeloproliferative leukemia virus oncogene,,,,,,,THPO,MPL,,known,literature supported
THPO_SIRPB1,THPO,thrombopoietin,SIRPB1,signal-regulatory protein beta 1,,,,,,,THPO,,,novel,putative
TIMP1_CD63,TIMP1,TIMP metallopeptidase inhibitor 1,CD63,CD63 molecule,,,,,,,,CD63,,novel,literature supported
TIMP2_ITGA3,TIMP2,TIMP metallopeptidase inhibitor 2,ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",,,,,,,,ITGA3,,novel,literature supported
TIMP2_ITGB1,TIMP2,TIMP metallopeptidase inhibitor 2,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,,ITGB1,,novel,literature supported
TIMP3_AGTR2,TIMP3,TIMP metallopeptidase inhibitor 3,AGTR2,"angiotensin II receptor, type 2",,,,,,,,AGTR2,18344519,novel,literature supported
