"Ligand"	"Receptor"	"neighborhood"	"neighborhood_transferred"	"fusion"	"cooccurence"	"homology"	"coexpression"	"coexpression_transferred"	"experiments"	"experiments_transferred"	"database"	"database_transferred"	"textmining"	"textmining_transferred"	"combined_score"
"COL8A1.COL13A1"	"COL8A1"	"COL13A1"	0	0	0	0	613	0	0	0	0	900	0	186	0	905
"NID1.COL13A1"	"NID1"	"COL13A1"	0	0	0	0	0	0	0	566	0	0	0	0	0	566
"COL5A3.COL13A1"	"COL5A3"	"COL13A1"	0	0	0	0	628	0	0	0	0	900	0	191	64	906
"COL6A3.COL13A1"	"COL6A3"	"COL13A1"	0	0	0	0	619	0	0	0	0	900	0	286	104	911
"COL1A2.COL13A1"	"COL1A2"	"COL13A1"	0	0	0	0	641	0	0	0	0	900	0	151	65	904
"COL14A1.COL13A1"	"COL14A1"	"COL13A1"	0	0	0	0	0	0	0	0	0	900	0	205	151	926
"COL6A2.COL13A1"	"COL6A2"	"COL13A1"	0	0	0	0	633	0	0	0	0	900	0	264	103	910
"COL3A1.COL13A1"	"COL3A1"	"COL13A1"	0	0	0	0	631	0	0	0	0	900	0	159	90	906
"COL4A5.COL13A1"	"COL4A5"	"COL13A1"	0	0	0	0	614	0	0	0	0	900	0	353	84	913
"COL7A1.COL13A1"	"COL7A1"	"COL13A1"	0	0	0	0	673	0	0	0	0	900	0	138	0	903
"COL9A3.COL13A1"	"COL9A3"	"COL13A1"	0	0	0	0	623	0	0	0	0	900	0	160	81	906
"FN1.COL13A1"	"FN1"	"COL13A1"	0	0	0	0	0	0	0	566	0	0	0	97	0	591
"COL18A1.COL13A1"	"COL18A1"	"COL13A1"	0	0	0	0	615	0	0	0	0	900	0	193	0	906
"COL9A1.COL13A1"	"COL9A1"	"COL13A1"	0	0	0	0	630	0	0	0	0	900	0	203	0	906
"COL4A2.COL13A1"	"COL4A2"	"COL13A1"	0	0	0	0	627	0	0	0	0	900	0	214	64	907
"COL6A1.COL13A1"	"COL6A1"	"COL13A1"	0	0	0	0	628	0	0	0	0	900	0	344	64	912
"COL11A1.COL13A1"	"COL11A1"	"COL13A1"	0	0	0	0	623	0	0	0	0	900	0	126	0	903
"COL5A1.COL13A1"	"COL5A1"	"COL13A1"	0	0	0	0	617	0	0	0	0	900	0	305	85	911
"COL4A6.COL13A1"	"COL4A6"	"COL13A1"	0	0	0	0	621	0	0	0	0	900	0	347	0	912
"COL9A2.COL13A1"	"COL9A2"	"COL13A1"	0	0	0	0	661	0	0	0	0	900	0	200	0	905
"HSPG2.COL13A1"	"HSPG2"	"COL13A1"	0	0	0	0	0	0	0	566	0	0	0	114	0	599
"COL5A2.COL13A1"	"COL5A2"	"COL13A1"	0	0	0	0	621	0	0	0	0	900	0	216	0	906
"COL4A1.COL13A1"	"COL4A1"	"COL13A1"	0	0	0	0	632	0	0	0	0	900	0	92	84	903
"COL2A1.COL13A1"	"COL2A1"	"COL13A1"	0	0	0	0	653	0	0	0	0	900	0	109	65	903
"COL4A3.COL13A1"	"COL4A3"	"COL13A1"	0	0	0	0	619	0	0	0	0	900	0	44	0	900
"COL4A4.COL13A1"	"COL4A4"	"COL13A1"	0	0	0	0	622	0	0	0	0	900	0	81	0	901
"DSCAM.CFTR"	"DSCAM"	"CFTR"	0	0	0	0	0	0	0	0	0	0	0	97	143	193
"DSCAM.SLC17A7"	"DSCAM"	"SLC17A7"	0	0	0	0	0	0	0	0	0	0	0	166	0	165
"DSCAM.LRRC4"	"DSCAM"	"LRRC4"	0	0	0	0	0	0	0	0	0	0	0	211	0	211
"DSCAM.NEO1"	"DSCAM"	"NEO1"	0	0	0	0	631	0	0	0	108	0	0	659	107	328
"DSCAM.PVRL1"	"DSCAM"	"PVRL1"	0	0	0	0	0	0	0	0	0	0	0	152	0	151
"DSCAM.CDH2"	"DSCAM"	"CDH2"	0	0	0	0	0	0	0	0	0	0	0	356	0	356
"DSCAM.EPHA5"	"DSCAM"	"EPHA5"	0	0	0	0	0	0	0	0	0	0	0	137	89	180
"DSCAM.EPHA1"	"DSCAM"	"EPHA1"	0	0	0	0	0	0	0	0	0	0	0	124	89	167
"DSCAM.NTRK2"	"DSCAM"	"NTRK2"	0	0	0	0	0	0	0	0	0	0	0	165	0	165
"DSCAM.NOTCH1"	"DSCAM"	"NOTCH1"	0	0	0	0	0	0	0	0	0	0	0	212	0	212
"DSCAM.EPHA4"	"DSCAM"	"EPHA4"	0	0	0	0	0	0	0	0	0	0	0	126	89	169
"DSCAM.PLXNB1"	"DSCAM"	"PLXNB1"	0	0	0	0	0	0	0	0	0	0	0	191	82	225
"DSCAM.ADORA2B"	"DSCAM"	"ADORA2B"	0	0	0	0	0	0	0	0	0	0	0	459	0	459
"DSCAM.PLXND1"	"DSCAM"	"PLXND1"	0	0	0	0	0	0	0	0	0	0	0	180	119	246
"DSCAM.PLXNA4"	"DSCAM"	"PLXNA4"	0	0	0	0	0	0	0	0	0	0	0	299	82	328
"DSCAM.EPHB3"	"DSCAM"	"EPHB3"	0	0	0	0	0	0	0	0	0	0	0	198	89	238
"DSCAM.UNC5A"	"DSCAM"	"UNC5A"	0	0	0	0	0	0	0	0	0	0	0	472	91	499
"DSCAM.UNC5B"	"DSCAM"	"UNC5B"	0	0	0	0	0	0	0	0	0	0	0	606	91	626
"DSCAM.NRXN3"	"DSCAM"	"NRXN3"	0	0	0	0	0	0	0	0	0	0	0	206	0	206
"DSCAM.CD5"	"DSCAM"	"CD5"	0	0	0	0	0	0	0	0	0	0	0	0	181	181
"DSCAM.SIRPA"	"DSCAM"	"SIRPA"	0	0	0	0	0	0	0	576	0	0	0	0	0	576
"DSCAM.CNTNAP2"	"DSCAM"	"CNTNAP2"	0	0	0	0	0	0	0	0	0	0	0	168	0	167
"DSCAM.NRCAM"	"DSCAM"	"NRCAM"	0	0	0	0	633	0	0	0	0	0	0	357	86	168
"DSCAM.LGR4"	"DSCAM"	"LGR4"	0	0	0	0	0	0	0	303	0	0	0	0	0	303
"DSCAM.ROBO3"	"DSCAM"	"ROBO3"	0	0	0	0	630	0	0	0	0	0	0	398	139	195
"DSCAM.EPHB1"	"DSCAM"	"EPHB1"	0	0	0	0	0	0	0	0	0	0	0	216	89	255
"THPO.GP1BB"	"THPO"	"GP1BB"	0	0	0	0	0	0	0	0	0	0	0	207	0	207
"F9.GP1BB"	"F9"	"GP1BB"	0	0	0	0	0	0	0	0	0	900	0	101	0	906
"CCL1.GP1BB"	"CCL1"	"GP1BB"	0	0	0	0	0	0	0	0	0	0	0	227	0	226
"VTN.GP1BB"	"VTN"	"GP1BB"	0	0	0	0	0	0	0	0	0	0	0	191	0	191
"GNB3.GP1BB"	"GNB3"	"GP1BB"	0	0	0	0	0	0	0	0	108	0	0	0	352	397
"AANAT.GP1BB"	"AANAT"	"GP1BB"	0	0	0	0	0	0	0	0	102	0	0	0	103	160
"F12.GP1BB"	"F12"	"GP1BB"	0	0	0	0	0	0	0	0	73	900	0	0	70	906
"VWF.GP1BB"	"VWF"	"GP1BB"	0	0	0	0	0	0	0	0	0	900	0	680	0	966
"FGF10.GP1BB"	"FGF10"	"GP1BB"	0	0	0	0	0	0	0	0	0	0	0	297	0	297
"POMC.GP1BB"	"POMC"	"GP1BB"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"KNG1.GP1BB"	"KNG1"	"GP1BB"	0	0	0	0	0	0	0	0	0	900	0	67	0	902
"ARF1.GP1BB"	"ARF1"	"GP1BB"	0	0	0	0	0	0	0	0	103	0	0	0	149	204
"PTH.GP1BB"	"PTH"	"GP1BB"	0	0	0	0	0	0	0	0	0	0	0	215	0	215
"SHANK1.GP1BB"	"SHANK1"	"GP1BB"	0	0	0	0	0	0	0	0	102	0	0	0	148	202
"PPBP.GP1BB"	"PPBP"	"GP1BB"	0	0	0	0	0	0	0	0	0	0	0	158	0	157
"PF4.GP1BB"	"PF4"	"GP1BB"	0	0	0	0	0	0	0	0	0	0	0	213	0	213
"F2.GP1BB"	"F2"	"GP1BB"	0	0	0	0	0	0	0	0	0	900	0	56	78	905
"HRAS.GP1BB"	"HRAS"	"GP1BB"	0	0	0	0	0	0	0	0	149	0	0	163	379	519
"GNAI2.GP1BB"	"GNAI2"	"GP1BB"	0	0	0	0	0	0	0	0	242	0	0	0	378	508
"HSP90AA1.GP1BB"	"HSP90AA1"	"GP1BB"	0	0	0	0	0	0	0	0	336	0	0	0	710	799
"DLK2.GP1BB"	"DLK2"	"GP1BB"	0	0	0	0	0	0	0	0	73	0	0	0	171	198
"VEGFA.GP1BB"	"VEGFA"	"GP1BB"	0	0	0	0	0	0	0	0	0	0	0	270	0	270
"FAT4.GP1BB"	"FAT4"	"GP1BB"	0	0	0	0	0	0	0	0	0	0	0	0	174	173
"UTS2.GCGR"	"UTS2"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	47	0	900
"SCT.GCGR"	"SCT"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	198	0	916
"OXT.GCGR"	"OXT"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	159	0	912
"FGF21.GCGR"	"FGF21"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	874	0	874
"PPY.GCGR"	"PPY"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	407	0	407
"APOC3.GCGR"	"APOC3"	"GCGR"	0	0	0	0	0	0	74	0	0	0	0	191	0	218
"APOB.GCGR"	"APOB"	"GCGR"	0	0	0	0	0	0	69	0	0	0	0	160	0	184
"GHRH.GCGR"	"GHRH"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	501	0	947
"IAPP.GCGR"	"IAPP"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	414	0	938
"NPY.GCGR"	"NPY"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	345	0	345
"GNRH2.GCGR"	"GNRH2"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"INS.GCGR"	"INS"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	700	0	700
"NTS.GCGR"	"NTS"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	305	0	927
"GRP.GCGR"	"GRP"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	216	0	918
"ANXA1.GCGR"	"ANXA1"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	58	0	901
"IL6.GCGR"	"IL6"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	192	0	192
"IL1A.GCGR"	"IL1A"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	0	173	173
"NMU.GCGR"	"NMU"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	140	0	910
"POMC.GCGR"	"POMC"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	326	0	929
"KNG1.GCGR"	"KNG1"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	151	0	911
"GAL.GCGR"	"GAL"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	243	0	242
"NPFF.GCGR"	"NPFF"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"PTH2.GCGR"	"PTH2"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	346	0	931
"PROK1.GCGR"	"PROK1"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"REN.GCGR"	"REN"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	207	0	207
"GNRH1.GCGR"	"GNRH1"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	114	0	907
"CRH.GCGR"	"CRH"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	310	0	928
"ADM.GCGR"	"ADM"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	214	0	918
"PTH.GCGR"	"PTH"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	560	0	954
"APP.GCGR"	"APP"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"SST.GCGR"	"SST"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	563	0	563
"HCRT.GCGR"	"HCRT"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	429	940
"PROK2.GCGR"	"PROK2"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"ALB.GCGR"	"ALB"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	357	0	357
"TAC3.GCGR"	"TAC3"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"IGF1.GCGR"	"IGF1"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	160	0	159
"TRH.GCGR"	"TRH"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	207	0	917
"APLN.GCGR"	"APLN"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	125	79	159
"F2.GCGR"	"F2"	"GCGR"	0	0	0	0	0	0	76	0	0	0	0	191	0	220
"LPL.GCGR"	"LPL"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	251	0	250
"LEP.GCGR"	"LEP"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	459	0	459
"GH1.GCGR"	"GH1"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	202	0	202
"ADIPOQ.GCGR"	"ADIPOQ"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"CALR.GCGR"	"CALR"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	117	78	151
"TAC1.GCGR"	"TAC1"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	193	0	915
"GAST.GCGR"	"GAST"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	345	0	345
"CALCA.GCGR"	"CALCA"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	197	916
"PMCH.GCGR"	"PMCH"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	72	903
"GHRL.GCGR"	"GHRL"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	252	0	252
"HSP90AA1.GCGR"	"HSP90AA1"	"GCGR"	0	0	0	0	0	0	0	0	109	0	0	130	0	191
"CCK.GCGR"	"CCK"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	417	0	939
"EDN3.GCGR"	"EDN3"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"UTS2B.GCGR"	"UTS2B"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"QRFP.GCGR"	"QRFP"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"CALCB.GCGR"	"CALCB"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"SAA1.GCGR"	"SAA1"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"GIP.GCGR"	"GIP"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	645	0	962
"PYY.GCGR"	"PYY"	"GCGR"	0	0	0	0	0	0	0	0	0	0	0	160	0	159
"TGM2.GCGR"	"TGM2"	"GCGR"	0	0	0	0	0	0	0	159	0	0	0	101	0	211
"AGT.GCGR"	"AGT"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	200	0	916
"KISS1.GCGR"	"KISS1"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"VIP.GCGR"	"VIP"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	632	0	961
"XCL1.GCGR"	"XCL1"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"XCL2.GCGR"	"XCL2"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"GNAS.GCGR"	"GNAS"	"GCGR"	0	0	0	0	0	0	0	576	0	900	0	149	0	960
"EDN2.GCGR"	"EDN2"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	59	0	901
"NMS.GCGR"	"NMS"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN1.GCGR"	"EDN1"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	92	0	905
"AVP.GCGR"	"AVP"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	234	0	920
"NMB.GCGR"	"NMB"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	62	0	902
"ADM2.GCGR"	"ADM2"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	55	0	901
"PTHLH.GCGR"	"PTHLH"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	126	71	911
"NPS.GCGR"	"NPS"	"GCGR"	0	0	0	0	0	0	0	0	0	900	0	344	0	931
"OSM.CSF2RB"	"OSM"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"CSF3.CSF2RB"	"CSF3"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	315	0	857
"IL2.CSF2RB"	"IL2"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	58	0	803
"IL23A.CSF2RB"	"IL23A"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL26.CSF2RB"	"IL26"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IFNG.CSF2RB"	"IFNG"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL12B.CSF2RB"	"IL12B"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL4.CSF2RB"	"IL4"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	71	0	806
"IL5.CSF2RB"	"IL5"	"CSF2RB"	0	0	0	0	0	0	0	808	0	900	0	560	0	990
"IFNA7.CSF2RB"	"IFNA7"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"EPO.CSF2RB"	"EPO"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	285	0	850
"IL6.CSF2RB"	"IL6"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	55	0	802
"NOV.CSF2RB"	"NOV"	"CSF2RB"	0	0	0	0	0	0	0	0	0	0	0	53	148	158
"IFNA5.CSF2RB"	"IFNA5"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL7.CSF2RB"	"IL7"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	42	0	800
"IL21.CSF2RB"	"IL21"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL11.CSF2RB"	"IL11"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL9.CSF2RB"	"IL9"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	80	0	808
"IFNA1.CSF2RB"	"IFNA1"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"CTF1.CSF2RB"	"CTF1"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL15.CSF2RB"	"IL15"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL3.CSF2RB"	"IL3"	"CSF2RB"	0	0	0	0	0	0	0	961	0	900	0	680	0	998
"CSF2.CSF2RB"	"CSF2"	"CSF2RB"	0	0	0	0	0	0	0	991	0	900	0	682	0	999
"PRL.CSF2RB"	"PRL"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL12A.CSF2RB"	"IL12A"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL13.CSF2RB"	"IL13"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	75	0	807
"CLCF1.CSF2RB"	"CLCF1"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"HRAS.CSF2RB"	"HRAS"	"CSF2RB"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"LEP.CSF2RB"	"LEP"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	47	0	801
"GH1.CSF2RB"	"GH1"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"CSH1.CSF2RB"	"CSH1"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL22.CSF2RB"	"IL22"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IFNL1.CSF2RB"	"IFNL1"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"PDGFB.CSF2RB"	"PDGFB"	"CSF2RB"	0	0	0	0	0	0	0	0	0	0	0	290	0	290
"GH2.CSF2RB"	"GH2"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	61	0	804
"IFNL2.CSF2RB"	"IFNL2"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"TSLP.CSF2RB"	"TSLP"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL19.CSF2RB"	"IL19"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"CNTF.CSF2RB"	"CNTF"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL20.CSF2RB"	"IL20"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"CTGF.CSF2RB"	"CTGF"	"CSF2RB"	0	0	0	0	0	0	0	0	0	0	0	62	198	215
"SFTPD.CSF2RB"	"SFTPD"	"CSF2RB"	0	0	0	0	0	0	0	0	0	0	0	271	0	271
"PLTP.CSF2RB"	"PLTP"	"CSF2RB"	0	0	0	0	0	0	0	0	0	0	0	105	197	250
"IFNA8.CSF2RB"	"IFNA8"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IFNA2.CSF2RB"	"IFNA2"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	53	0	802
"IFNA6.CSF2RB"	"IFNA6"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IFNA16.CSF2RB"	"IFNA16"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IFNA10.CSF2RB"	"IFNA10"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IFNA14.CSF2RB"	"IFNA14"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IFNA21.CSF2RB"	"IFNA21"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	109	0	814
"IFNW1.CSF2RB"	"IFNW1"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IFNB1.CSF2RB"	"IFNB1"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	41	0	800
"IL24.CSF2RB"	"IL24"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"CSH2.CSF2RB"	"CSH2"	"CSF2RB"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"FBLN2.ITGA3"	"FBLN2"	"ITGA3"	0	0	0	0	0	0	0	0	0	0	0	169	0	169
"FBLN2.SDC1"	"FBLN2"	"SDC1"	0	0	0	0	0	0	0	0	0	0	0	165	0	165
"FBLN2.ITGB3"	"FBLN2"	"ITGB3"	0	0	0	0	0	0	0	576	0	0	0	71	0	589
"FBLN2.GPC1"	"FBLN2"	"GPC1"	0	0	0	0	0	0	0	0	0	0	0	210	0	210
"FBLN2.COL17A1"	"FBLN2"	"COL17A1"	0	0	0	0	0	0	0	0	0	0	0	159	161	264
"FBLN2.CD5"	"FBLN2"	"CD5"	0	0	0	0	0	0	0	0	0	0	0	202	0	202
"FBLN2.TGFBR2"	"FBLN2"	"TGFBR2"	0	0	0	0	0	0	0	0	0	0	0	440	0	440
"FBLN2.PLXNA3"	"FBLN2"	"PLXNA3"	0	0	0	0	0	0	0	0	0	0	0	69	129	154
"FBLN2.BMPR2"	"FBLN2"	"BMPR2"	0	0	0	0	0	0	0	0	0	0	0	204	0	204
"FBLN2.TGFBR1"	"FBLN2"	"TGFBR1"	0	0	0	0	0	0	0	0	0	0	0	203	0	203
"FBLN2.EDNRB"	"FBLN2"	"EDNRB"	0	0	0	0	0	0	0	0	0	0	0	202	0	202
"FBLN2.GPR75"	"FBLN2"	"GPR75"	0	0	0	0	0	0	0	0	0	0	0	208	0	208
"RARRES2.GPR1"	"RARRES2"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	504	141	555
"IL2.GPR1"	"IL2"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	234	0	234
"IL4.GPR1"	"IL4"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	93	348	383
"GHRH.GPR1"	"GHRH"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	221	0	221
"GRP.GPR1"	"GRP"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	513	0	513
"POMC.GPR1"	"POMC"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	180	0	179
"GPHA2.GPR1"	"GPHA2"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	309	0	309
"PTH.GPR1"	"PTH"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	196	0	196
"SST.GPR1"	"SST"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	313	0	313
"CCL5.GPR1"	"CCL5"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	180	0	179
"ALB.GPR1"	"ALB"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	160	0	159
"IL8.GPR1"	"IL8"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	313	0	313
"EDN3.GPR1"	"EDN3"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	440	0	440
"GNAS.GPR1"	"GNAS"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	124	192	261
"EDN1.GPR1"	"EDN1"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	313	0	313
"CXCL12.GPR1"	"CXCL12"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	357	116	407
"PTHLH.GPR1"	"PTHLH"	"GPR1"	0	0	0	0	0	0	0	0	0	0	0	226	0	225
"NXPH1.NRXN2"	"NXPH1"	"NRXN2"	0	0	0	0	0	0	0	0	0	0	0	242	107	294
"NXPH1.NRXN3"	"NXPH1"	"NRXN3"	0	0	0	0	0	0	0	0	0	0	0	136	107	195
"NXPH1.CNTNAP2"	"NXPH1"	"CNTNAP2"	0	0	0	0	0	0	0	0	0	0	0	144	105	201
"HEBP1.LPAR2"	"HEBP1"	"LPAR2"	0	0	0	0	0	0	0	0	0	900	0	74	0	903
"UTS2.LPAR2"	"UTS2"	"LPAR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"PDYN.LPAR2"	"PDYN"	"LPAR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"OXT.LPAR2"	"OXT"	"LPAR2"	0	0	0	0	0	0	0	0	0	900	0	115	0	907
"C5.LPAR2"	"C5"	"LPAR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"CCL2.LPAR2"	"CCL2"	"LPAR2"	0	0	0	0	0	0	0	0	0	0	0	184	0	183
"PPY.LPAR2"	"PPY"	"LPAR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"CXCL6.LPAR2"	"CXCL6"	"LPAR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"IL2.LPAR2"	"IL2"	"LPAR2"	0	0	0	0	0	0	0	0	0	0	0	286	0	286
"HBEGF.LPAR2"	"HBEGF"	"LPAR2"	0	0	0	0	0	0	0	0	0	0	0	231	0	230
"IL4.LPAR2"	"IL4"	"LPAR2"	0	0	0	0	0	0	0	0	0	0	0	800	0	800
"APOB.LPAR2"	"APOB"	"LPAR2"	0	0	0	0	0	0	0	0	0	0	0	294	0	294
"NPY.LPAR2"	"NPY"	"LPAR2"	0	0	0	0	0	0	0	0	0	900	0	42	0	900
"C3.LPAR2"	"C3"	"LPAR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
